date,type,type_short,label,amount,category,sub_category,comments
2020/12/01,VIREMENT,VIR SEPA RECU,VIR SEPA RECU /DE MALAKOFF HUMANIS PPREVOYANCE /MOTIF 0002710583     MEDERIC PR011220 /REF GGBJ 0002710,"2 422,98 €",Revenus,Prévoyance,
2021/01/04,VIREMENT,VIR SEPA RECU,VIR SEPA RECU /DE MALAKOFF HUMANIS PPREVOYANCE /MOTIF 0002710583     MEDERIC PR040121 /REF GGBJ 0002710,"2 422,98 €",Revenus,Prévoyance,
2021/02/01,VIREMENT,VIR SEPA RECU,VIR SEPA RECU /DE MALAKOFF HUMANIS PPREVOYANCE /MOTIF 0002710583     MEDERIC PR010221 /REF GGBJ 0002710,"2 422,98 €",Revenus,Prévoyance,
2021/03/01,VIREMENT,VIR SEPA RECU,VIR SEPA RECU /DE MALAKOFF HUMANIS PPREVOYANCE /MOTIF 0002710583     MEDERIC PR010321 /REF GGBJ 0002710,"2 422,98 €",Revenus,Prévoyance,
2021/04/01,VIREMENT,VIR SEPA RECU,VIR SEPA RECU /DE MALAKOFF HUMANIS PPREVOYANCE /MOTIF 0002710583     MEDERIC PR010421 /REF GGBJ 0002710,"2 422,98 €",Revenus,Prévoyance,
2021/05/03,VIREMENT,VIR SEPA RECU,VIR SEPA RECU /DE MALAKOFF HUMANIS PPREVOYANCE /MOTIF 0002710583     MEDERIC PR030521 /REF GGBJ 0002710,"2 422,98 €",Revenus,Prévoyance,
2021/06/01,VIREMENT,VIR SEPA RECU,VIR SEPA RECU /DE MALAKOFF HUMANIS PPREVOYANCE /MOTIF 0002710583     MEDERIC PR010621 /REF GGBJ 0002710,"2 422,98 €",Revenus,Prévoyance,
2021/07/01,VIREMENT,VIR SEPA RECU,VIR SEPA RECU /DE MALAKOFF HUMANIS PPREVOYANCE /MOTIF 0002710583     MEDERIC PR010721 /REF GGBJ 0002710,"2 459,61 €",Revenus,Prévoyance,
2021/08/02,VIREMENT,VIR SEPA RECU,VIR SEPA RECU /DE MALAKOFF HUMANIS PPREVOYANCE /MOTIF 0002710583     MEDERIC PR020821 /REF GGBJ 0002710,"2 459,61 €",Revenus,Prévoyance,
2021/09/01,VIREMENT,VIR SEPA RECU,VIR SEPA RECU /DE MALAKOFF HUMANIS PPREVOYANCE /MOTIF 0002710583     MEDERIC PR010921 /REF GGBJ 0002710,"2 459,61 €",Revenus,Prévoyance,
2020/10/16,VIREMENT,VIR SEPA RECU,VIR SEPA RECU /DE CPAM VAL D OISE /MOTIF 202890004321202890004321 /REF 202890004321,"20,00 €",Santé,Remboursement CPAM,
2020/10/23,VIREMENT,VIR SEPA RECU,VIR SEPA RECU /DE CPAM VAL D OISE /MOTIF 202960003867202960003867 /REF 202960003867,"628,00 €",Santé,Remboursement CPAM,
2020/10/28,VIREMENT,VIR SEPA RECU,VIR SEPA RECU /DE CPAM VAL D OISE /MOTIF 203010004911203010004911 /REF 203010004911,"24,00 €",Santé,Remboursement CPAM,
2020/11/05,VIREMENT,VIR SEPA RECU,VIR SEPA RECU /DE CPAM VAL D OISE /MOTIF 203090004841203090004841 /REF 203090004841,"24,00 €",Santé,Remboursement CPAM,
2020/11/16,VIREMENT,VIR SEPA RECU,VIR SEPA RECU /DE CPAM VAL D OISE /MOTIF 203180005347203180005347 /REF 203180005347,"22,08 €",Santé,Remboursement CPAM,
2020/12/21,VIREMENT,VIR SEPA RECU,VIR SEPA RECU /DE CPAM VAL D OISE /MOTIF 203530003669203530003669 /REF 203530003669,"20,00 €",Santé,Remboursement CPAM,
2021/01/15,VIREMENT,VIR SEPA RECU,VIR SEPA RECU /DE CPAM VAL D OISE /MOTIF 210140008856210140008856 /REF 210140008856,"223,00 €",Santé,Remboursement CPAM,
2021/01/20,VIREMENT,VIR SEPA RECU,VIR SEPA RECU /DE CPAM VAL D OISE /MOTIF 210190005095210190005095 /REF 210190005095,"24,00 €",Santé,Remboursement CPAM,
2021/02/22,VIREMENT,VIR SEPA RECU,VIR SEPA RECU /DE CPAM VAL D OISE /MOTIF 210500003190210500003190 /REF 210500003190,"20,00 €",Santé,Remboursement CPAM,
2021/02/25,VIREMENT,VIR SEPA RECU,VIR SEPA RECU /DE CPAM VAL D OISE /MOTIF 210550003123210550003123 /REF 210550003123,"342,00 €",Santé,Remboursement CPAM,
2021/03/29,VIREMENT,VIR SEPA RECU,VIR SEPA RECU /DE CPAM VAL D OISE /MOTIF 210850003508210850003508 /REF 210850003508,"17,50 €",Santé,Remboursement CPAM,
2021/04/26,VIREMENT,VIR SEPA RECU,VIR SEPA RECU /DE CPAM VAL D OISE /MOTIF 211130002896211130002896 /REF 211130002896,"24,00 €",Santé,Remboursement CPAM,
2021/05/07,VIREMENT,VIR SEPA RECU,VIR SEPA RECU /DE CPAM VAL D OISE /MOTIF 211260004085211260004085 /REF 211260004085,"225,00 €",Santé,Remboursement CPAM,
2021/06/03,VIREMENT,VIR SEPA RECU,VIR SEPA RECU /DE CPAM VAL D OISE /MOTIF 211530003475211530003475 /REF 211530003475,"24,00 €",Santé,Remboursement CPAM,
2021/07/12,VIREMENT,VIR SEPA RECU,VIR SEPA RECU /DE CPAM VAL D OISE /MOTIF 211900003307211900003307 /REF 211900003307,"21,00 €",Santé,Remboursement CPAM,
2021/08/23,VIREMENT,VIR SEPA RECU,VIR SEPA RECU /DE CPAM VAL D OISE /MOTIF 212320001915212320001915 /REF 212320001915,"335,50 €",Santé,Remboursement CPAM,
2021/07/20,VIREMENT,VIR SEPA RECU,VIR SEPA RECU /DE D.G.F.I.P. 87 IMPOT /MOTIF REMB IMPOT REVENUS 111          95032894438789ACI011/210275701   M        COUCHENEY NICOLAS /REF 1P087000095032894438789ACI011/21027,"694,00 €",Impôts,Remboursement Impôts,
2020/10/09,VIREMENT,VIR SEPA RECU,VIR SEPA RECU /DE VETASSUR /MOTIF VOS FRAIS DE DOSSIERS REMBOURSES POUR TOUTE SOUSCRIPTION EN LIGNE - F /REF 2010090045SANTEVET.144,"12,90 €",Chien,Remboursement mutuelle,
2021/09/07,VIREMENT,VIR SEPA RECU,VIR SEPA RECU /DE VETASSUR /MOTIF REMBOURSEMENT SINISTRE - SANTEVET /REF 2109070036SANTEVET/981,"233,64 €",Chien,Remboursement mutuelle,
2021/09/08,VIREMENT,VIR SEPA RECU,VIR SEPA RECU /DE VETASSUR /MOTIF REMBOURSEMENT SINISTRE - SANTEVET /REF 2109080037SANTEVET/871,"50,00 €",Chien,Remboursement mutuelle,
2021/08/02,PRELEVEMENT,PRLV SEPA,PRLV SEPA AXA ECH/020821 ID EMETTEUR/FR14ZZZ391832 MDT/TIPAX00000000052781573 REF/I0000542935737 LIB/I0000542935737-CONTRAT0000006354802504,"-95,53 €",Assurance,Responsabilité civile,
2021/04/08,PRELEVEMENT,PRLV SEPA,PRLV SEPA MUTUELLE DES MOTARDS ECH/080421 ID EMETTEUR/FR34ZZZ169633 MDT/AMDM727202C000V02 REF/4857609 LIB/PINSURE-727202-3-4857609,"-24,25 €",Assurance,Scooter,
2021/05/05,PRELEVEMENT,PRLV SEPA,PRLV SEPA MUTUELLE DES MOTARDS ECH/050521 ID EMETTEUR/FR34ZZZ169633 MDT/AMDM727202C000V02 REF/5095905 LIB/PINSURE-727202-2-5095905,"-525,34 €",Assurance,Scooter,
2020/10/09,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 081020 ORANGE MECANIQU SOISY SOUS MO   CARTE   4974XXXXXXXX7803,"-117,10 €",Transports,Scooter,
2020/11/27,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 261120 BP DEUIL LA BAR DEUIL  31657/   CARTE   4974XXXXXXXX7803,"-7,00 €",Transports,Scooter,
2021/03/17,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 160321 ORNIKAR         PARIS           CARTE   4974XXXXXXXX7803,"-29,90 €",Transports,Scooter,
2021/04/23,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 220421 BP DEUIL LA BAR DEUIL  31657/   CARTE   4974XXXXXXXX7803,"-7,00 €",Transports,Scooter,
2020/09/10,RETRAIT DISTRIBUTEUR,RETRAIT DAB,RETRAIT DAB 09/09/20 12H41 157338   BNP PARIBAS               DEUIL LA BARR    0004974XXXXXXXX7803,"-400,00 €",Loisirs,K,
2020/10/02,RETRAIT DISTRIBUTEUR,RETRAIT DAB,RETRAIT DAB 01/10/20 18H23 10323A02 CIC                       DEUIL LA BARRE   0004974XXXXXXXX7803,"-400,00 €",Loisirs,K,
2020/10/13,RETRAIT DISTRIBUTEUR,RETRAIT DAB,RETRAIT DAB 12/10/20 20H11 01596845 CRCA ILE DE FRANCE        DEUIL LA BARRE 4 0004974XXXXXXXX7803,"-300,00 €",Loisirs,K,
2020/10/19,RETRAIT DISTRIBUTEUR,RETRAIT DAB,RETRAIT DAB 17/10/20 14H24 157338   BNP PARIBAS               DEUIL LA BARR    0004974XXXXXXXX7803,"-350,00 €",Loisirs,K,
2020/12/15,RETRAIT DISTRIBUTEUR,RETRAIT DAB,RETRAIT DAB 12/12/20 19H29 10323A02 CIC                       DEUIL LA BARRE   0004974XXXXXXXX7803,"-300,00 €",Loisirs,K,
2020/12/24,RETRAIT DISTRIBUTEUR,RETRAIT DAB,RETRAIT DAB 23/12/20 18H18 10323A02 CIC                       DEUIL LA BARRE   0004974XXXXXXXX7803,"-300,00 €",Loisirs,K,
2021/01/04,RETRAIT DISTRIBUTEUR,RETRAIT DAB,RETRAIT DAB 31/12/20 12H55 10323A02 CIC                       DEUIL LA BARRE   0004974XXXXXXXX7803,"-300,00 €",Loisirs,K,
2021/01/19,RETRAIT DISTRIBUTEUR,RETRAIT DAB,RETRAIT DAB 18/01/21 14H32 10323A02 CIC                       DEUIL LA BARRE   0004974XXXXXXXX7803,"-300,00 €",Loisirs,K,
2021/04/28,RETRAIT DISTRIBUTEUR,RETRAIT DAB,RETRAIT DAB 27/04/21 15H48 157339   BNP PARIBAS               DEUIL LA BARR    0004974XXXXXXXX7803,"-300,00 €",Loisirs,K,
2021/05/19,RETRAIT DISTRIBUTEUR,RETRAIT DAB,RETRAIT DAB 18/05/21 14H40 10323A02 CIC                       DEUIL LA BARRE   0004974XXXXXXXX7803,"-300,00 €",Loisirs,K,
2021/06/02,RETRAIT DISTRIBUTEUR,RETRAIT DAB,RETRAIT DAB 01/06/21 17H52 10323A02 CIC                       DEUIL LA BARRE   0004974XXXXXXXX7803,"-200,00 €",Loisirs,K,
2020/09/21,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 190920 SGL             DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-58,80 €",Tabac,Tabac,
2020/09/28,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 250920 SGL             DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-98,00 €",Tabac,Tabac,
2020/10/06,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 051020 SGL             DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-111,00 €",Tabac,Tabac,
2020/10/19,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 161020 SGL             DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-111,00 €",Tabac,Tabac,
2020/10/27,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 261020 SGL             DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-98,00 €",Tabac,Tabac,
2020/11/06,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 051120 SGL             DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-102,00 €",Tabac,Tabac,
2020/11/12,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 111120 SGL             DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-102,00 €",Tabac,Tabac,
2020/11/18,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 171120 SGL             DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-102,00 €",Tabac,Tabac,
2020/12/18,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 171220 SGL             DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-102,00 €",Tabac,Tabac,
2021/01/01,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 311220 SGL             DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-102,00 €",Tabac,Tabac,
2021/01/15,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 140121 LA TABATIERE    ENGHIEN LES B   CARTE   4974XXXXXXXX7803,"-43,50 €",Tabac,Tabac,
2021/01/19,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 180121 SGL             DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-102,00 €",Tabac,Tabac,
2021/01/25,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 230121 SGL             DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-103,40 €",Tabac,Tabac,
2021/01/29,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 280121 TABAC PRESSE    MONTMORENCY     CARTE   4974XXXXXXXX7803,"-21,90 €",Tabac,Tabac,
2021/02/04,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 030221 SGL             DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-40,80 €",Tabac,Tabac,
2021/02/09,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 080221 SGL             DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-102,00 €",Tabac,Tabac,
2021/02/12,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 110221 LE CELTIQUE     ENGHIEN LES B   CARTE   4974XXXXXXXX7803,"-20,40 €",Tabac,Tabac,
2021/05/10,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 080521 SGL             DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-46,30 €",Tabac,Tabac,
2021/05/17,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 140521 SGL             DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-32,00 €",Tabac,Tabac,
2021/05/25,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 210521 SGL             DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-87,00 €",Tabac,Tabac,
2021/05/26,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 250521 SGL             DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-30,60 €",Tabac,Tabac,
2021/06/08,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 070621 SGL             DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-65,30 €",Tabac,Tabac,
2021/06/21,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 180621 SGL             DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-65,30 €",Tabac,Tabac,
2021/06/24,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 230621 SGL             DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-51,00 €",Tabac,Tabac,
2021/06/29,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 280621 SGL             DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-65,30 €",Tabac,Tabac,
2021/07/05,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 030721 SGL             DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-53,60 €",Tabac,Tabac,
2021/07/08,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 070721 LE CELTIQUE     ENGHIEN LES B   CARTE   4974XXXXXXXX7803,"-102,00 €",Tabac,Tabac,
2021/07/19,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 160721 SGL             DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-102,00 €",Tabac,Tabac,
2021/07/22,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 210721 SGL             DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-102,00 €",Tabac,Tabac,
2021/08/03,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 020821 SGL             DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-103,90 €",Tabac,Tabac,
2021/08/16,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 130821 SGL             DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-116,30 €",Tabac,Tabac,
2021/02/19,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 180221 SNCF            CERGY           CARTE   4974XXXXXXXX7803,"-29,20 €",Transports,Transport en commun,
2021/01/15,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 140121 GROUPE GO SPORT SASSENAGE       CARTE   4974XXXXXXXX7803,"-184,94 €",Sport,Vêtements,
2021/02/18,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 170221 SARL CAP MARATH ERMONT          CARTE   4974XXXXXXXX7803,"-130,00 €",Sport,Vêtements,
2020/10/09,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 081020 GENTLEMAN FARME ENGHIEN LES B   CARTE   4974XXXXXXXX7803,"-168,00 €",Vêtements,Vêtements,
2021/01/18,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 140121 GENTLEMAN FARME ENGHIEN LES B   CARTE   4974XXXXXXXX7803,"-239,30 €",Vêtements,Vêtements,
2021/03/12,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 100321 REDOUTE AUB VAD ROUBAIX         CARTE   4974XXXXXXXX7803,"-77,99 €",Vêtements,Vêtements,
2021/03/22,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 170321 UNIQLO EUROPE L GB LONDON       CARTE   4974XXXXXXXX7803,"-105,40 €",Vêtements,Vêtements,
2021/03/25,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 220321 UNIQLO EUROPE L GB LONDON       CARTE   4974XXXXXXXX7803,"-89,70 €",Vêtements,Vêtements,
2021/05/04,PAIEMENT CB,FACTURE CARTE,"FACTURE CARTE DU 030521 WWW.FALKE.COM   CARTE   4974XXXXXXXX7803                DEU   330,00EUR","-330,00 €",Vêtements,Vêtements,
2021/06/21,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 170621 UNIQLO          GB LONDON       CARTE   4974XXXXXXXX7803,"-89,40 €",Vêtements,Vêtements,
2021/07/02,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 010721 GENTLEMANFARMER ENGHIEN LES B   CARTE   4974XXXXXXXX7803,"-137,40 €",Vêtements,Vêtements,
2021/07/05,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 020721 GENTLEMANFARMER ENGHIEN LES B   CARTE   4974XXXXXXXX7803,"-42,50 €",Vêtements,Vêtements,
2020/09/25,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 240920 UBER            NL AMSTERDAM    CARTE   4974XXXXXXXX7803,"-9,00 €",Transports,VTC,
2020/09/25,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 240920 UBER            NL AMSTERDAM    CARTE   4974XXXXXXXX7803,"-9,00 €",Transports,VTC,
2020/09/25,PAIEMENT CB,FACTURE CARTE,"FACTURE CARTE DU 240920 UBER * PENDING  CARTE   4974XXXXXXXX7803                FRA     9,00EUR","-9,00 €",Transports,VTC,
2020/09/25,PAIEMENT CB,FACTURE CARTE,"FACTURE CARTE DU 240920 UBER *TRIP HELP CARTE   4974XXXXXXXX7803                FRA     1,00EUR","-1,00 €",Transports,VTC,
2020/09/25,PAIEMENT CB,FACTURE CARTE,"FACTURE CARTE DU 240920 UBER *TRIP HELP CARTE   4974XXXXXXXX7803                FRA     1,00EUR","-1,00 €",Transports,VTC,
2020/10/02,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 011020 UBER            AMSTERDAM       CARTE   4974XXXXXXXX7803,"-7,34 €",Transports,VTC,
2020/10/02,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 011020 UBER            AMSTERDAM       CARTE   4974XXXXXXXX7803,"-6,96 €",Transports,VTC,
2020/10/02,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 011020 UBER            AMSTERDAM       CARTE   4974XXXXXXXX7803,"-1,00 €",Transports,VTC,
2020/10/09,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 081020 UBER            AMSTERDAM       CARTE   4974XXXXXXXX7803,"-6,00 €",Transports,VTC,
2020/10/09,PAIEMENT CB,FACTURE CARTE,"FACTURE CARTE DU 081020 UBER * PENDING  CARTE   4974XXXXXXXX7803                FRA     6,00EUR","-6,00 €",Transports,VTC,
2020/10/16,PAIEMENT CB,FACTURE CARTE,"FACTURE CARTE DU 151020 UBER *TRIP HELP CARTE   4974XXXXXXXX7803                FRA     1,00EUR","-1,00 €",Transports,VTC,
2020/10/19,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 151020 UBER            AMSTERDAM       CARTE   4974XXXXXXXX7803,"-8,43 €",Transports,VTC,
2020/10/19,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 171020 UBER            AMSTERDAM       CARTE   4974XXXXXXXX7803,"-17,28 €",Transports,VTC,
2020/10/19,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 171020 UBER            AMSTERDAM       CARTE   4974XXXXXXXX7803,"-2,00 €",Transports,VTC,
2020/10/19,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 171020 UBER            AMSTERDAM       CARTE   4974XXXXXXXX7803,"-1,00 €",Transports,VTC,
2020/10/19,PAIEMENT CB,FACTURE CARTE,"FACTURE CARTE DU 171020 UBER * PENDING  CARTE   4974XXXXXXXX7803                FRA    17,89EUR","-17,89 €",Transports,VTC,
2020/12/04,PAIEMENT CB,FACTURE CARTE,"FACTURE CARTE DU 031220 UBER   *TRIP    CARTE   4974XXXXXXXX7803                FRA     6,00EUR","-6,00 €",Transports,VTC,
2020/12/04,PAIEMENT CB,FACTURE CARTE,"FACTURE CARTE DU 031220 UBER   *TRIP    CARTE   4974XXXXXXXX7803                FRA     6,00EUR","-6,00 €",Transports,VTC,
2020/12/22,PAIEMENT CB,FACTURE CARTE,"FACTURE CARTE DU 211220 UBER   *TRIP    CARTE   4974XXXXXXXX7803                FRA     2,00EUR","-2,00 €",Transports,VTC,
2020/12/22,PAIEMENT CB,FACTURE CARTE,"FACTURE CARTE DU 211220 UBER   *TRIP    CARTE   4974XXXXXXXX7803                FRA     6,00EUR","-6,00 €",Transports,VTC,
2021/01/08,PAIEMENT CB,FACTURE CARTE,"FACTURE CARTE DU 070121 UBER   *TRIP    CARTE   4974XXXXXXXX7803                FRA     6,05EUR","-6,05 €",Transports,VTC,
2021/01/18,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 170121 UBER            AMSTERDAM       CARTE   4974XXXXXXXX7803,"-2,00 €",Transports,VTC,
2021/01/18,PAIEMENT CB,FACTURE CARTE,"FACTURE CARTE DU 170121 UBER   *TRIP    CARTE   4974XXXXXXXX7803                FRA    29,47EUR","-29,47 €",Transports,VTC,
2021/01/18,PAIEMENT CB,FACTURE CARTE,"FACTURE CARTE DU 170121 UBER   *TRIP    CARTE   4974XXXXXXXX7803                FRA    29,91EUR","-29,91 €",Transports,VTC,
2021/01/19,PAIEMENT CB,FACTURE CARTE,"FACTURE CARTE DU 180121 UBER   *TRIP    CARTE   4974XXXXXXXX7803                FRA     2,00EUR","-2,00 €",Transports,VTC,
2021/02/03,PAIEMENT CB,FACTURE CARTE,"FACTURE CARTE DU 010221 UBER   *TRIP    CARTE   4974XXXXXXXX7803                FRA     1,00EUR","-1,00 €",Transports,VTC,
2021/02/03,PAIEMENT CB,FACTURE CARTE,"FACTURE CARTE DU 010221 UBER   *TRIP    CARTE   4974XXXXXXXX7803                FRA    23,32EUR","-23,32 €",Transports,VTC,
2021/02/03,PAIEMENT CB,FACTURE CARTE,"FACTURE CARTE DU 010221 UBER * PENDING  CARTE   4974XXXXXXXX7803                FRA    23,04EUR","-23,04 €",Transports,VTC,
2021/02/18,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 170221 UBER            AMSTERDAM       CARTE   4974XXXXXXXX7803,"-14,06 €",Transports,VTC,
2021/02/18,PAIEMENT CB,FACTURE CARTE,"FACTURE CARTE DU 170221 UBER   *TRIP    CARTE   4974XXXXXXXX7803                FRA    14,63EUR","-14,63 €",Transports,VTC,
2021/02/19,PAIEMENT CB,FACTURE CARTE,"FACTURE CARTE DU 180221 UBER   *TRIP    CARTE   4974XXXXXXXX7803                FRA     6,05EUR","-6,05 €",Transports,VTC,
2021/02/23,PAIEMENT CB,FACTURE CARTE,"FACTURE CARTE DU 200221 UBER   *TRIP    CARTE   4974XXXXXXXX7803                FRA     1,00EUR","-1,00 €",Transports,VTC,
2021/02/23,PAIEMENT CB,FACTURE CARTE,"FACTURE CARTE DU 200221 UBER   *TRIP    CARTE   4974XXXXXXXX7803                FRA    21,20EUR","-21,20 €",Transports,VTC,
2021/02/23,PAIEMENT CB,FACTURE CARTE,"FACTURE CARTE DU 200221 UBER   *TRIP    CARTE   4974XXXXXXXX7803                FRA    21,76EUR","-21,76 €",Transports,VTC,
2021/03/03,PAIEMENT CB,FACTURE CARTE,"FACTURE CARTE DU 020321 UBER * PENDING  CARTE   4974XXXXXXXX7803                FRA    21,06EUR","-21,06 €",Transports,VTC,
2021/03/03,PAIEMENT CB,FACTURE CARTE,"FACTURE CARTE DU 020321 UBER * PENDING  CARTE   4974XXXXXXXX7803                FRA    25,00EUR","-25,00 €",Transports,VTC,
2021/03/03,PAIEMENT CB,FACTURE CARTE,"FACTURE CARTE DU 020321 UBER *TRIP HELP CARTE   4974XXXXXXXX7803                FRA     1,00EUR","-1,00 €",Transports,VTC,
2021/03/15,PAIEMENT CB,FACTURE CARTE,"FACTURE CARTE DU 130321 UBER   *TRIP    CARTE   4974XXXXXXXX7803                FRA    21,32EUR","-21,32 €",Transports,VTC,
2021/03/17,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 130321 UBER            AMSTERDAM       CARTE   4974XXXXXXXX7803,"-21,52 €",Transports,VTC,
2021/03/29,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 260321 UBER            AMSTERDAM       CARTE   4974XXXXXXXX7803,"-34,76 €",Transports,VTC,
2021/03/29,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 260321 UBER            AMSTERDAM       CARTE   4974XXXXXXXX7803,"-1,00 €",Transports,VTC,
2021/03/29,PAIEMENT CB,FACTURE CARTE,"FACTURE CARTE DU 260321 UBER   *TRIP    CARTE   4974XXXXXXXX7803                FRA     1,00EUR","-1,00 €",Transports,VTC,
2021/03/29,PAIEMENT CB,FACTURE CARTE,"FACTURE CARTE DU 260321 UBER   *TRIP    CARTE   4974XXXXXXXX7803                FRA    28,46EUR","-28,46 €",Transports,VTC,
2021/04/09,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 080421 UBER            AMSTERDAM       CARTE   4974XXXXXXXX7803,"-28,79 €",Transports,VTC,
2021/04/09,PAIEMENT CB,FACTURE CARTE,"FACTURE CARTE DU 080421 UBER   *TRIP    CARTE   4974XXXXXXXX7803                FRA     1,00EUR","-1,00 €",Transports,VTC,
2021/04/09,PAIEMENT CB,FACTURE CARTE,"FACTURE CARTE DU 080421 UBER   *TRIP    CARTE   4974XXXXXXXX7803                FRA     1,00EUR","-1,00 €",Transports,VTC,
2021/04/09,PAIEMENT CB,FACTURE CARTE,"FACTURE CARTE DU 080421 UBER * PENDING  CARTE   4974XXXXXXXX7803                FRA    30,34EUR","-30,34 €",Transports,VTC,
2021/06/01,PAIEMENT CB,FACTURE CARTE,"FACTURE CARTE DU 310521 UBER   *TRIP    CARTE   4974XXXXXXXX7803                FRA     1,00EUR","-1,00 €",Transports,VTC,
